"item_nr","mean_regret_selected_title_AbsoluteDenier","mean_regret_selected_title_OriginDenier","mean_regret_title","mean_agreement_selected_title_AbsoluteDenier","mean_agreement_selected_title_OriginDenier","mean_agreement_title","mean_positive_selected_title_AbsoluteDenier","mean_positive_selected_title_OriginDenier","mean_positive_title","mean_negative_selected_title_AbsoluteDenier","mean_negative_selected_title_OriginDenier","mean_negative_title","original","AbsoluteDenier","OriginDenier","absolutedenier_works","OriginDenier_regret_distance","OriginDenier_agreement_distance","OriginDenier_positive_distance","OriginDenier_negative_distance","AbsoluteDenier_regret_distance","AbsoluteDenier_agreement_distance","AbsoluteDenier_positive_distance","AbsoluteDenier_negative_distance","agreement_absolute"
31,3.525,4.06060606060606,4.93333333333333,3.225,3.60606060606061,1.96666666666667,3.05,2.3030303030303,2.23333333333333,-4.225,-4.27272727272727,-3.9,5.23333333333333,5.575,5.575,1,0.872727272727273,-1.63939393939394,-0.0696969696969698,0.372727272727273,1.40833333333333,-1.25833333333333,-0.816666666666666,0.325,1
32,3.78125,3.03125,4,4.09375,4.1875,3.325,2.5,2.96875,2.2,-3.75,-3.625,-4.525,5,6.625,6.625,1,0.96875,-0.8625,-0.76875,-0.9,0.21875,-0.76875,-0.3,-0.775,1
33,3.85365853658537,4.48387096774194,4.51428571428571,3.21951219512195,2.38709677419355,2.25714285714286,2.90243902439024,2.25806451612903,2.45714285714286,-4.36585365853659,-4.35483870967742,-4.02857142857143,5.2,5.60975609756098,5.60975609756098,1,0.0304147465437792,-0.129953917050691,0.199078341013825,0.326267281105991,0.660627177700349,-0.962369337979094,-0.445296167247387,0.337282229965157,1
34,3.5,3.77777777777778,3.17142857142857,3.63333333333333,3.31111111111111,3.37142857142857,3.63333333333333,3.26666666666667,3.14285714285714,-2.93333333333333,-3.51111111111111,-3.31428571428571,6.37142857142857,7.83333333333333,7.83333333333333,1,-0.606349206349206,0.0603174603174605,-0.123809523809524,0.196825396825397,-0.328571428571429,-0.261904761904762,-0.490476190476191,-0.380952380952381,1
35,3.25641025641026,4.1875,5.5,3.69230769230769,2.65625,2.4,3.53846153846154,2.75,2.23333333333333,-3.23076923076923,-3.5625,-4,6.13333333333333,7.25641025641026,7.25641025641026,1,1.3125,-0.25625,-0.516666666666667,-0.4375,2.24358974358974,-1.29230769230769,-1.3051282051282,-0.769230769230769,1
36,3.89285714285714,3.43478260869565,4.52777777777778,3.71428571428571,3.8695652173913,2.88888888888889,2.60714285714286,3.15217391304348,1.94444444444444,-4.03571428571429,-3.69565217391304,-4.75,4.61111111111111,6.17857142857143,6.17857142857143,1,1.09299516908213,-0.980676328502415,-1.20772946859903,-1.05434782608696,0.634920634920635,-0.825396825396826,-0.662698412698413,-0.714285714285714,1
37,3.51851851851852,4.14285714285714,4.05714285714286,3.22222222222222,2.65714285714286,3,2.25925925925926,2.62857142857143,2.31428571428571,-3.62962962962963,-4.28571428571429,-3.94285714285714,5.42857142857143,5.37037037037037,5.37037037037037,0,-0.0857142857142863,0.342857142857143,-0.314285714285714,0.342857142857143,0.538624338624338,-0.222222222222222,0.0550264550264554,-0.313227513227513,1
38,4.67567567567568,4.38636363636364,4.72549019607843,2.24324324324324,2.77272727272727,2.19607843137255,2.10810810810811,2.52272727272727,2.13725490196078,-5.02702702702703,-4.29545454545455,-4.56862745098039,4.49019607843137,4,4,0,0.339126559714795,-0.576648841354724,-0.385472370766489,-0.273172905525846,0.049814520402756,-0.0471648118706942,0.0291467938526764,0.458399576046635,1
39,3.90909090909091,4.13513513513514,4.225,3.57575757575758,3.37837837837838,3.225,2.36363636363636,2.13513513513514,2.35,-4.27272727272727,-4.48648648648649,-3.95,5.85,5.57575757575758,5.57575757575758,0,0.0898648648648646,-0.153378378378378,0.214864864864865,0.536486486486487,0.31590909090909,-0.350757575757576,-0.0136363636363637,0.322727272727272,1
40,2.92105263157895,4.40476190476191,4.61290322580645,4.92105263157895,2.66666666666667,2.67741935483871,2.26315789473684,2.02380952380952,1.87096774193548,-5.15789473684211,-4.28571428571429,-5.09677419354839,4.06451612903226,4.94736842105263,4.94736842105263,1,0.208141321044547,0.010752688172043,-0.15284178187404,-0.811059907834101,1.6918505942275,-2.24363327674024,-0.392190152801358,0.0611205432937183,1
41,3.05263157894737,4.28,4.14634146341463,4.23684210526316,3.06,3.14634146341463,3.07894736842105,2.74,2.07317073170732,-3.52631578947368,-3.94,-5.21951219512195,4.14634146341464,6.84210526315789,6.84210526315789,1,-0.133658536585366,0.0863414634146342,-0.666829268292683,-1.27951219512195,1.09370988446727,-1.09050064184852,-1.00577663671374,-1.69319640564827,1
42,3.02222222222222,3.31578947368421,3.37142857142857,4.13333333333333,4.02631578947368,3.8,2.17777777777778,2.71052631578947,2.62857142857143,-3.84444444444444,-3.60526315789474,-3.71428571428571,6.08571428571428,5.48888888888889,5.48888888888889,0,0.0556390977443608,-0.226315789473684,-0.0819548872180453,-0.109022556390978,0.349206349206349,-0.333333333333334,0.450793650793651,0.13015873015873,1
43,3.39393939393939,3.57575757575758,3.57142857142857,3.84848484848485,3.51515151515152,2.96428571428571,3.18181818181818,2.12121212121212,2.35714285714286,-2.93939393939394,-4.06060606060606,-3.92857142857143,4.96428571428572,7.48484848484848,7.48484848484848,1,-0.00432900432900407,-0.550865800865801,0.235930735930736,0.132034632034632,0.177489177489178,-0.884199134199134,-0.824675324675324,-0.989177489177489,1
44,4.2258064516129,4.24324324324324,4.23076923076923,2.96774193548387,2.89189189189189,2.94871794871795,2.29032258064516,2,2.1025641025641,-4.12903225806452,-4.10810810810811,-4.92307692307692,4.35897435897436,5.35483870967742,5.35483870967742,1,-0.0124740124740121,0.0568260568260568,0.102564102564103,-0.814968814968815,0.00496277915632781,-0.0190239867659221,-0.187758478081059,-0.794044665012407,1
45,4.05882352941176,3.33333333333333,3.64285714285714,3.44117647058824,3.42424242424242,3.88095238095238,3.11764705882353,2.90909090909091,3.54761904761905,-3.44117647058824,-4.03030303030303,-3.52380952380952,7.54761904761905,7.17647058823529,7.17647058823529,0,0.309523809523809,0.456709956709957,0.638528138528138,0.506493506493507,-0.415966386554622,0.439775910364145,0.429971988795518,-0.0826330532212882,0
46,3.53191489361702,3.81818181818182,3.60526315789474,3.63829787234043,3.54545454545455,3.13157894736842,3.27659574468085,3,2.21052631578947,-3.70212765957447,-4.15151515151515,-4.5,4.44736842105263,6.74468085106383,6.74468085106383,1,-0.212918660287082,-0.413875598086124,-0.789473684210526,-0.348484848484849,0.0733482642777155,-0.506718924972004,-1.06606942889138,-0.797872340425532,1
47,3.42857142857143,3.58139534883721,2.91666666666667,4.11904761904762,3.90697674418605,4.83333333333333,2.83333333333333,3.27906976744186,2.80555555555556,-3.73809523809524,-3.51162790697674,-4.19444444444444,6.36111111111111,6.64285714285714,6.64285714285714,1,-0.664728682170543,0.926356589147287,-0.473514211886305,-0.6828165374677,-0.511904761904762,0.714285714285714,-0.0277777777777781,-0.456349206349207,0
48,2.97368421052632,3.46153846153846,4.25,4.28947368421053,4.15384615384615,3.29166666666667,4.31578947368421,3.30769230769231,2.60416666666667,-2.71052631578947,-3.33333333333333,-4.02083333333333,6.125,8.86842105263158,8.86842105263158,1,0.788461538461538,-0.862179487179488,-0.703525641025641,-0.6875,1.27631578947368,-0.99780701754386,-1.71162280701754,-1.31030701754386,1
49,3.48780487804878,3.15151515151515,4.23333333333333,3.70731707317073,3.66666666666667,2.8,3.1219512195122,2.36363636363636,2.36666666666667,-3.36585365853659,-3.96969696969697,-4.06666666666667,5.33333333333333,6.95121951219512,6.95121951219512,1,1.08181818181818,-0.866666666666667,0.00303030303030294,-0.0969696969696967,0.745528455284553,-0.907317073170732,-0.755284552845529,-0.700813008130081,1
50,3.63888888888889,3.04651162790698,4,3.58333333333333,4.11627906976744,2.87878787878788,3.66666666666667,3.95348837209302,2.54545454545455,-3.44444444444444,-3.13953488372093,-4.12121212121212,5.3030303030303,7.44444444444444,7.44444444444444,1,0.953488372093023,-1.23749119097956,-1.40803382663848,-0.981677237491191,0.361111111111111,-0.704545454545455,-1.12121212121212,-0.676767676767676,1
51,3.54838709677419,2.46153846153846,3.24242424242424,3.61290322580645,3.92307692307692,3.63636363636364,3.06451612903226,4.38461538461539,2.87878787878788,-3.19354838709677,-2.65384615384615,-3.72727272727273,6.03030303030303,7.03225806451613,7.03225806451613,1,0.780885780885781,-0.286713286713287,-1.50582750582751,-1.07342657342657,-0.305962854349951,0.0234604105571847,-0.185728250244379,-0.533724340175953,0
52,3.04545454545455,2.45454545454545,3.14285714285714,4.34090909090909,4.3030303030303,4.02380952380952,2.79545454545455,2.39393939393939,2.88095238095238,-3.47727272727273,-3.93939393939394,-3.4047619047619,6.64285714285714,6.70454545454546,6.70454545454546,1,0.688311688311688,-0.279220779220779,0.487012987012987,0.534632034632035,0.0974025974025974,-0.317099567099567,0.0854978354978355,0.0725108225108224,1
53,3.83870967741935,3.2972972972973,3.75675675675676,3.70967741935484,4.02702702702703,3.67567567567568,2.41935483870968,2.35135135135135,3.08108108108108,-5.03225806451613,-3.81081081081081,-4.05405405405405,6.45945945945946,4.93548387096774,4.93548387096774,0,0.459459459459459,-0.351351351351351,0.72972972972973,-0.243243243243243,-0.0819529206625984,-0.0340017436791626,0.661726242371404,0.978204010462075,1
54,2.84210526315789,2.82857142857143,3.8125,4.5,4.45714285714286,3.5625,3.18421052631579,3.31428571428571,2.6875,-2.89473684210526,-2.88571428571429,-3.28125,6.78125,7.63157894736842,7.63157894736842,1,0.983928571428571,-0.894642857142857,-0.626785714285715,-0.395535714285714,0.970394736842105,-0.9375,-0.496710526315789,-0.386513157894737,1
55,2.52272727272727,3.42857142857143,3.25,4.09090909090909,3.59183673469388,3.55,4.5,2.97959183673469,2.975,-2.40909090909091,-3.36734693877551,-3.625,6.15,8.70454545454545,8.70454545454545,1,-0.178571428571428,-0.0418367346938777,-0.00459183673469399,-0.25765306122449,0.727272727272727,-0.540909090909091,-1.525,-1.21590909090909,1
56,2.97222222222222,4.05882352941176,3.05714285714286,4.52777777777778,3.41176470588235,3.97142857142857,3.80555555555556,2.38235294117647,2.42857142857143,-3.19444444444444,-4.5,-3.51428571428571,5.94285714285714,8.11111111111111,8.11111111111111,1,-1.00168067226891,0.559663865546219,0.0462184873949578,0.985714285714286,0.0849206349206346,-0.556349206349206,-1.37698412698413,-0.31984126984127,1
57,3.93548387096774,2.51111111111111,3.7,3.51612903225806,4.51111111111111,3.4,3.09677419354839,4.77777777777778,3.425,-3.70967741935484,-2.28888888888889,-3.375,7.15,6.83870967741935,6.83870967741935,0,1.18888888888889,-1.11111111111111,-1.35277777777778,-1.08611111111111,-0.235483870967742,-0.116129032258065,0.328225806451613,0.334677419354839,1
58,2.81818181818182,3.60869565217391,3.08108108108108,3.90909090909091,3.34782608695652,3.64864864864865,3.36363636363636,3.28260869565217,3.91891891891892,-3.15151515151515,-3,-3.32432432432432,7.32432432432432,6.93939393939394,6.93939393939394,0,-0.527614571092832,0.300822561692127,0.636310223266745,-0.324324324324324,0.262899262899263,-0.26044226044226,0.555282555282555,-0.172809172809173,1
